filename,imgname,height,width,class,xmin,ymin,xmax,ymax,label
Chevrolet HHR SS 2010/03891.jpg,03891.jpg,424,640,Chevrolet HHR SS 2010,15,42,615,368,60
Audi S4 Sedan 2007/03892.jpg,03892.jpg,358,800,Audi S4 Sedan 2007,27,13,779,336,24
Hyundai Sonata Hybrid Sedan 2012/03893.jpg,03893.jpg,492,786,Hyundai Sonata Hybrid Sedan 2012,118,204,709,397,134
Ford Edge SUV 2012/03894.jpg,03894.jpg,300,400,Ford Edge SUV 2012,23,39,366,251,110
Honda Odyssey Minivan 2012/03895.jpg,03895.jpg,640,960,Honda Odyssey Minivan 2012,43,102,935,588,126
Chevrolet TrailBlazer SS 2009/03896.jpg,03896.jpg,300,400,Chevrolet TrailBlazer SS 2009,41,52,346,236,68
Dodge Durango SUV 2012/03897.jpg,03897.jpg,350,543,Dodge Durango SUV 2012,14,77,538,325,94
smart fortwo Convertible 2012/03898.jpg,03898.jpg,194,259,smart fortwo Convertible 2012,19,23,226,192,196
Dodge Caliber Wagon 2012/03899.jpg,03899.jpg,584,794,Dodge Caliber Wagon 2012,90,65,721,503,83
Rolls-Royce Phantom Sedan 2012/03900.jpg,03900.jpg,200,400,Rolls-Royce Phantom Sedan 2012,14,3,382,191,177
Chevrolet Avalanche Crew Cab 2012/03901.jpg,03901.jpg,225,300,Chevrolet Avalanche Crew Cab 2012,18,38,281,203,65
Dodge Challenger SRT8 2011/03902.jpg,03902.jpg,333,500,Dodge Challenger SRT8 2011,14,49,493,289,93
Chevrolet Avalanche Crew Cab 2012/03903.jpg,03903.jpg,225,300,Chevrolet Avalanche Crew Cab 2012,26,37,284,206,65
Chevrolet Monte Carlo Coupe 2007/03904.jpg,03904.jpg,199,266,Chevrolet Monte Carlo Coupe 2007,15,27,254,166,72
Aston Martin Virage Coupe 2012/03905.jpg,03905.jpg,398,600,Aston Martin Virage Coupe 2012,120,172,462,392,11
Chevrolet Silverado 1500 Extended Cab 2012/03906.jpg,03906.jpg,360,480,Chevrolet Silverado 1500 Extended Cab 2012,46,92,413,286,74
Ferrari FF Coupe 2012/03907.jpg,03907.jpg,435,580,Ferrari FF Coupe 2012,1,133,580,358,101
Chevrolet Corvette Convertible 2012/03908.jpg,03908.jpg,412,620,Chevrolet Corvette Convertible 2012,27,146,587,398,55
Audi R8 Coupe 2012/03909.jpg,03909.jpg,420,630,Audi R8 Coupe 2012,128,111,547,320,15
Mercedes-Benz Sprinter Van 2012/03910.jpg,03910.jpg,480,640,Mercedes-Benz Sprinter Van 2012,93,59,553,421,166
Ferrari 458 Italia Convertible 2012/03911.jpg,03911.jpg,400,640,Ferrari 458 Italia Convertible 2012,120,192,562,356,103
Hyundai Elantra Touring Hatchback 2012/03912.jpg,03912.jpg,330,500,Hyundai Elantra Touring Hatchback 2012,33,17,481,316,139
Hyundai Elantra Sedan 2007/03913.jpg,03913.jpg,375,500,Hyundai Elantra Sedan 2007,19,36,453,327,135
Rolls-Royce Ghost Sedan 2012/03914.jpg,03914.jpg,355,510,Rolls-Royce Ghost Sedan 2012,34,112,402,332,176
Honda Accord Coupe 2012/03915.jpg,03915.jpg,177,284,Honda Accord Coupe 2012,25,33,239,115,128
Toyota Sequoia SUV 2012/03916.jpg,03916.jpg,397,640,Toyota Sequoia SUV 2012,26,15,607,309,186
Hyundai Veracruz SUV 2012/03917.jpg,03917.jpg,938,1500,Hyundai Veracruz SUV 2012,466,207,1382,744,133
Chevrolet Impala Sedan 2007/03918.jpg,03918.jpg,480,640,Chevrolet Impala Sedan 2007,8,73,639,463,61
Suzuki SX4 Hatchback 2012/03919.jpg,03919.jpg,683,1024,Suzuki SX4 Hatchback 2012,216,37,817,558,183
Dodge Durango SUV 2012/03920.jpg,03920.jpg,560,750,Dodge Durango SUV 2012,133,86,642,478,94
Jeep Compass SUV 2012/03921.jpg,03921.jpg,1200,1600,Jeep Compass SUV 2012,307,160,1447,1081,149
Volkswagen Golf Hatchback 2012/03922.jpg,03922.jpg,205,314,Volkswagen Golf Hatchback 2012,19,42,296,185,190
Buick Rainier SUV 2007/03923.jpg,03923.jpg,479,640,Buick Rainier SUV 2007,3,91,617,446,48
GMC Canyon Extended Cab 2012/03924.jpg,03924.jpg,768,1024,GMC Canyon Extended Cab 2012,147,51,896,686,122
Cadillac Escalade EXT Crew Cab 2007/03925.jpg,03925.jpg,190,285,Cadillac Escalade EXT Crew Cab 2007,8,4,278,190,53
Isuzu Ascender SUV 2008/03926.jpg,03926.jpg,375,500,Isuzu Ascender SUV 2008,18,75,437,331,143
Mazda Tribute SUV 2011/03927.jpg,03927.jpg,200,400,Mazda Tribute SUV 2011,14,12,383,193,159
Bentley Mulsanne Sedan 2011/03928.jpg,03928.jpg,183,275,Bentley Mulsanne Sedan 2011,1,46,273,168,41
Ferrari FF Coupe 2012/03929.jpg,03929.jpg,600,800,Ferrari FF Coupe 2012,132,222,607,468,101
Volkswagen Golf Hatchback 2012/03930.jpg,03930.jpg,194,259,Volkswagen Golf Hatchback 2012,14,31,250,175,190
Mitsubishi Lancer Sedan 2012/03931.jpg,03931.jpg,683,1024,Mitsubishi Lancer Sedan 2012,231,143,933,572,167
Buick Verano Sedan 2012/03932.jpg,03932.jpg,441,588,Buick Verano Sedan 2012,127,87,508,399,49
Chevrolet HHR SS 2010/03933.jpg,03933.jpg,213,459,Chevrolet HHR SS 2010,28,42,437,210,60
Chevrolet Malibu Sedan 2007/03934.jpg,03934.jpg,467,625,Chevrolet Malibu Sedan 2007,111,195,481,394,73
BMW X5 SUV 2007/03935.jpg,03935.jpg,1280,1920,BMW X5 SUV 2007,188,509,1493,1201,32
Audi S5 Coupe 2012/03936.jpg,03936.jpg,194,259,Audi S5 Coupe 2012,4,24,245,165,22
Toyota 4Runner SUV 2012/03937.jpg,03937.jpg,480,640,Toyota 4Runner SUV 2012,15,152,587,447,189
Mercedes-Benz Sprinter Van 2012/03938.jpg,03938.jpg,480,640,Mercedes-Benz Sprinter Van 2012,48,236,498,449,166
Land Rover LR2 SUV 2012/03939.jpg,03939.jpg,480,640,Land Rover LR2 SUV 2012,54,81,596,445,155
Mercedes-Benz S-Class Sedan 2012/03940.jpg,03940.jpg,1536,2048,Mercedes-Benz S-Class Sedan 2012,254,516,1702,1226,165
Ford Mustang Convertible 2007/03941.jpg,03941.jpg,180,240,Ford Mustang Convertible 2007,8,51,222,125,107
BMW Z4 Convertible 2012/03942.jpg,03942.jpg,469,750,BMW Z4 Convertible 2012,95,23,686,437,38
AM General Hummer SUV 2000/03943.jpg,03943.jpg,480,640,AM General Hummer SUV 2000,50,127,587,396,1
Chrysler Sebring Convertible 2010/03944.jpg,03944.jpg,851,1280,Chrysler Sebring Convertible 2010,56,197,1226,707,77
Volvo 240 Sedan 1993/03945.jpg,03945.jpg,284,504,Volvo 240 Sedan 1993,8,56,496,262,194
Chevrolet Monte Carlo Coupe 2007/03946.jpg,03946.jpg,768,1024,Chevrolet Monte Carlo Coupe 2007,1,97,961,646,72
Suzuki SX4 Hatchback 2012/03947.jpg,03947.jpg,720,1280,Suzuki SX4 Hatchback 2012,358,113,1033,528,183
HUMMER H3T Crew Cab 2010/03948.jpg,03948.jpg,360,480,HUMMER H3T Crew Cab 2010,1,70,466,304,124
Nissan 240SX Coupe 1998/03949.jpg,03949.jpg,468,625,Nissan 240SX Coupe 1998,3,70,622,379,171
Lamborghini Reventon Coupe 2008/03950.jpg,03950.jpg,420,636,Lamborghini Reventon Coupe 2008,100,108,550,358,150
BMW M5 Sedan 2010/03951.jpg,03951.jpg,276,400,BMW M5 Sedan 2010,23,59,386,247,35
Audi S6 Sedan 2011/03952.jpg,03952.jpg,617,1138,Audi S6 Sedan 2011,172,6,1127,616,20
BMW 3 Series Sedan 2012/03953.jpg,03953.jpg,300,480,BMW 3 Series Sedan 2012,43,105,421,282,29
GMC Savana Van 2012/03954.jpg,03954.jpg,768,1024,GMC Savana Van 2012,39,212,982,683,119
Geo Metro Convertible 1993/03955.jpg,03955.jpg,121,215,Geo Metro Convertible 1993,18,31,215,111,123
Infiniti QX56 SUV 2011/03956.jpg,03956.jpg,228,380,Infiniti QX56 SUV 2011,92,82,364,219,142
BMW 6 Series Convertible 2007/03957.jpg,03957.jpg,183,275,BMW 6 Series Convertible 2007,11,66,246,160,31
Porsche Panamera Sedan 2012/03958.jpg,03958.jpg,334,500,Porsche Panamera Sedan 2012,70,171,373,275,173
Chevrolet Silverado 2500HD Regular Cab 2012/03959.jpg,03959.jpg,480,640,Chevrolet Silverado 2500HD Regular Cab 2012,54,79,536,401,69
Honda Odyssey Minivan 2007/03960.jpg,03960.jpg,480,640,Honda Odyssey Minivan 2007,42,149,603,414,127
Chevrolet TrailBlazer SS 2009/03961.jpg,03961.jpg,338,520,Chevrolet TrailBlazer SS 2009,63,69,486,309,68
Chrysler 300 SRT-8 2010/03962.jpg,03962.jpg,850,1280,Chrysler 300 SRT-8 2010,41,167,1227,802,79
Ferrari 458 Italia Convertible 2012/03963.jpg,03963.jpg,417,628,Ferrari 458 Italia Convertible 2012,37,126,596,357,103
Chevrolet Express Van 2007/03964.jpg,03964.jpg,315,500,Chevrolet Express Van 2007,23,62,486,289,71
Acura TSX Sedan 2012/03965.jpg,03965.jpg,1200,1920,Acura TSX Sedan 2012,172,393,1713,1063,5
Jeep Liberty SUV 2012/03966.jpg,03966.jpg,469,750,Jeep Liberty SUV 2012,6,55,733,449,147
GMC Terrain SUV 2012/03967.jpg,03967.jpg,214,285,GMC Terrain SUV 2012,25,35,266,180,118
Acura Integra Type R 2001/03968.jpg,03968.jpg,1536,2048,Acura Integra Type R 2001,228,623,1813,1322,6
Audi R8 Coupe 2012/03969.jpg,03969.jpg,498,920,Audi R8 Coupe 2012,63,72,757,462,15
Chevrolet Tahoe Hybrid SUV 2012/03970.jpg,03970.jpg,192,263,Chevrolet Tahoe Hybrid SUV 2012,10,63,243,158,62
GMC Yukon Hybrid SUV 2012/03971.jpg,03971.jpg,480,640,GMC Yukon Hybrid SUV 2012,30,62,612,419,120
Mercedes-Benz E-Class Sedan 2012/03972.jpg,03972.jpg,782,1280,Mercedes-Benz E-Class Sedan 2012,260,217,1083,659,164
Mercedes-Benz SL-Class Coupe 2009/03973.jpg,03973.jpg,532,800,Mercedes-Benz SL-Class Coupe 2009,115,121,600,452,163
Hyundai Genesis Sedan 2012/03974.jpg,03974.jpg,343,593,Hyundai Genesis Sedan 2012,35,56,562,303,137
Bentley Continental GT Coupe 2007/03975.jpg,03975.jpg,483,640,Bentley Continental GT Coupe 2007,26,192,628,389,43
Chevrolet Avalanche Crew Cab 2012/03976.jpg,03976.jpg,199,300,Chevrolet Avalanche Crew Cab 2012,31,12,259,183,65
GMC Yukon Hybrid SUV 2012/03977.jpg,03977.jpg,480,640,GMC Yukon Hybrid SUV 2012,23,143,631,387,120
Ferrari California Convertible 2012/03978.jpg,03978.jpg,400,600,Ferrari California Convertible 2012,34,134,567,384,102
Mercedes-Benz E-Class Sedan 2012/03979.jpg,03979.jpg,800,1200,Mercedes-Benz E-Class Sedan 2012,47,81,1149,684,164
Hyundai Veloster Hatchback 2012/03980.jpg,03980.jpg,480,640,Hyundai Veloster Hatchback 2012,24,51,612,435,130
Audi V8 Sedan 1994/03981.jpg,03981.jpg,329,475,Audi V8 Sedan 1994,25,89,455,257,16
Volkswagen Golf Hatchback 1991/03982.jpg,03982.jpg,310,640,Volkswagen Golf Hatchback 1991,67,80,593,266,191
Lamborghini Diablo Coupe 2001/03983.jpg,03983.jpg,384,512,Lamborghini Diablo Coupe 2001,6,83,474,309,153
Dodge Dakota Crew Cab 2010/03984.jpg,03984.jpg,225,300,Dodge Dakota Crew Cab 2010,8,19,289,180,90
Audi 100 Sedan 1994/03985.jpg,03985.jpg,120,160,Audi 100 Sedan 1994,12,43,133,98,17
Plymouth Neon Coupe 1999/03986.jpg,03986.jpg,1635,2765,Plymouth Neon Coupe 1999,21,635,2748,1611,172
Honda Odyssey Minivan 2012/03987.jpg,03987.jpg,282,640,Honda Odyssey Minivan 2012,41,17,595,263,126
Chevrolet Express Cargo Van 2007/03988.jpg,03988.jpg,599,800,Chevrolet Express Cargo Van 2007,188,125,612,558,64
Toyota 4Runner SUV 2012/03989.jpg,03989.jpg,176,287,Toyota 4Runner SUV 2012,4,6,278,173,189
BMW 1 Series Convertible 2012/03990.jpg,03990.jpg,1440,1920,BMW 1 Series Convertible 2012,91,455,1801,1128,27
Suzuki Aerio Sedan 2007/03991.jpg,03991.jpg,390,520,Suzuki Aerio Sedan 2007,6,128,515,333,181
Daewoo Nubira Wagon 2002/03992.jpg,03992.jpg,469,625,Daewoo Nubira Wagon 2002,49,118,481,355,82
Mercedes-Benz E-Class Sedan 2012/03993.jpg,03993.jpg,683,1024,Mercedes-Benz E-Class Sedan 2012,30,140,1001,603,164
Chevrolet Cobalt SS 2010/03994.jpg,03994.jpg,318,640,Chevrolet Cobalt SS 2010,18,32,537,233,66
Volvo XC90 SUV 2007/03995.jpg,03995.jpg,600,800,Volvo XC90 SUV 2007,13,147,787,450,195
smart fortwo Convertible 2012/03996.jpg,03996.jpg,387,620,smart fortwo Convertible 2012,42,9,573,366,196
Ford F-150 Regular Cab 2007/03997.jpg,03997.jpg,360,480,Ford F-150 Regular Cab 2007,1,1,477,335,114
Chevrolet Malibu Hybrid Sedan 2010/03998.jpg,03998.jpg,278,500,Chevrolet Malibu Hybrid Sedan 2010,22,47,477,267,67
Daewoo Nubira Wagon 2002/03999.jpg,03999.jpg,377,500,Daewoo Nubira Wagon 2002,1,1,500,367,82
Ford Freestar Minivan 2007/04000.jpg,04000.jpg,299,400,Ford Freestar Minivan 2007,15,60,388,264,108
Mercedes-Benz E-Class Sedan 2012/04001.jpg,04001.jpg,683,1024,Mercedes-Benz E-Class Sedan 2012,97,259,868,646,164
Chevrolet Corvette ZR1 2012/04002.jpg,04002.jpg,382,649,Chevrolet Corvette ZR1 2012,33,59,609,345,56
Chevrolet Camaro Convertible 2012/04003.jpg,04003.jpg,782,1280,Chevrolet Camaro Convertible 2012,81,241,994,717,59
Volkswagen Golf Hatchback 2012/04004.jpg,04004.jpg,315,420,Volkswagen Golf Hatchback 2012,18,68,395,228,190
Volkswagen Golf Hatchback 1991/04005.jpg,04005.jpg,685,1024,Volkswagen Golf Hatchback 1991,185,58,830,604,191
Mercedes-Benz SL-Class Coupe 2009/04006.jpg,04006.jpg,1200,1600,Mercedes-Benz SL-Class Coupe 2009,94,712,1492,1186,163
Volvo XC90 SUV 2007/04007.jpg,04007.jpg,750,1000,Volvo XC90 SUV 2007,24,74,972,661,195
Chevrolet Tahoe Hybrid SUV 2012/04008.jpg,04008.jpg,181,300,Chevrolet Tahoe Hybrid SUV 2012,31,64,264,165,62
Chevrolet Monte Carlo Coupe 2007/04009.jpg,04009.jpg,480,640,Chevrolet Monte Carlo Coupe 2007,42,102,632,353,72
Hyundai Elantra Touring Hatchback 2012/04010.jpg,04010.jpg,683,1024,Hyundai Elantra Touring Hatchback 2012,91,132,930,655,139
Acura RL Sedan 2012/04011.jpg,04011.jpg,360,480,Acura RL Sedan 2012,68,93,440,317,2
Toyota Corolla Sedan 2012/04012.jpg,04012.jpg,183,275,Toyota Corolla Sedan 2012,33,45,209,152,188
Suzuki SX4 Hatchback 2012/04013.jpg,04013.jpg,416,700,Suzuki SX4 Hatchback 2012,17,117,661,405,183
Audi TTS Coupe 2012/04014.jpg,04014.jpg,198,264,Audi TTS Coupe 2012,2,91,196,198,14
Chrysler PT Cruiser Convertible 2008/04015.jpg,04015.jpg,768,1024,Chrysler PT Cruiser Convertible 2008,103,356,882,721,81
McLaren MP4-12C Coupe 2012/04016.jpg,04016.jpg,341,480,McLaren MP4-12C Coupe 2012,180,123,423,268,160
Infiniti G Coupe IPL 2012/04017.jpg,04017.jpg,254,500,Infiniti G Coupe IPL 2012,10,66,478,232,141
BMW X3 SUV 2012/04018.jpg,04018.jpg,420,640,BMW X3 SUV 2012,64,110,575,359,37
Hyundai Tucson SUV 2012/04019.jpg,04019.jpg,400,640,Hyundai Tucson SUV 2012,40,16,607,380,132
Buick Enclave SUV 2012/04020.jpg,04020.jpg,506,760,Buick Enclave SUV 2012,105,144,654,402,50
Dodge Challenger SRT8 2011/04021.jpg,04021.jpg,375,500,Dodge Challenger SRT8 2011,35,85,479,329,93
Geo Metro Convertible 1993/04022.jpg,04022.jpg,80,120,Geo Metro Convertible 1993,1,6,120,77,123
BMW ActiveHybrid 5 Sedan 2012/04023.jpg,04023.jpg,406,610,BMW ActiveHybrid 5 Sedan 2012,85,33,485,297,26
GMC Acadia SUV 2012/04024.jpg,04024.jpg,360,424,GMC Acadia SUV 2012,52,41,377,307,121
Dodge Dakota Club Cab 2007/04025.jpg,04025.jpg,183,275,Dodge Dakota Club Cab 2007,1,39,268,183,91
Dodge Dakota Club Cab 2007/04026.jpg,04026.jpg,360,480,Dodge Dakota Club Cab 2007,8,17,468,297,91
Chrysler 300 SRT-8 2010/04027.jpg,04027.jpg,441,640,Chrysler 300 SRT-8 2010,23,33,626,393,79
Plymouth Neon Coupe 1999/04028.jpg,04028.jpg,500,700,Plymouth Neon Coupe 1999,35,105,595,411,172
BMW 3 Series Wagon 2012/04029.jpg,04029.jpg,782,1280,BMW 3 Series Wagon 2012,46,310,1209,732,30
BMW 1 Series Coupe 2012/04030.jpg,04030.jpg,200,300,BMW 1 Series Coupe 2012,5,22,295,195,28
Hyundai Elantra Sedan 2007/04031.jpg,04031.jpg,600,800,Hyundai Elantra Sedan 2007,28,93,786,546,135
Chevrolet Malibu Sedan 2007/04032.jpg,04032.jpg,360,480,Chevrolet Malibu Sedan 2007,65,132,453,356,73
Maybach Landaulet Convertible 2012/04033.jpg,04033.jpg,144,208,Maybach Landaulet Convertible 2012,11,62,198,125,158
Ford Expedition EL SUV 2009/04034.jpg,04034.jpg,225,300,Ford Expedition EL SUV 2009,21,12,293,215,109
Chevrolet Corvette ZR1 2012/04035.jpg,04035.jpg,225,300,Chevrolet Corvette ZR1 2012,94,23,260,205,56
Ford Fiesta Sedan 2012/04036.jpg,04036.jpg,298,448,Ford Fiesta Sedan 2012,27,88,406,256,117
Dodge Dakota Club Cab 2007/04037.jpg,04037.jpg,199,300,Dodge Dakota Club Cab 2007,8,25,292,177,91
BMW 6 Series Convertible 2007/04038.jpg,04038.jpg,335,500,BMW 6 Series Convertible 2007,8,128,496,286,31
MINI Cooper Roadster Convertible 2012/04039.jpg,04039.jpg,492,786,MINI Cooper Roadster Convertible 2012,120,66,673,472,157
Audi S5 Convertible 2012/04040.jpg,04040.jpg,768,1024,Audi S5 Convertible 2012,68,354,992,669,21
Chevrolet Corvette ZR1 2012/04041.jpg,04041.jpg,185,273,Chevrolet Corvette ZR1 2012,8,56,215,121,56
Dodge Challenger SRT8 2011/04042.jpg,04042.jpg,768,1024,Dodge Challenger SRT8 2011,72,93,940,606,93
Chrysler PT Cruiser Convertible 2008/04043.jpg,04043.jpg,480,640,Chrysler PT Cruiser Convertible 2008,26,96,618,426,81
Jeep Patriot SUV 2012/04044.jpg,04044.jpg,1200,1600,Jeep Patriot SUV 2012,152,325,1499,880,145
Dodge Caliber Wagon 2007/04045.jpg,04045.jpg,469,750,Dodge Caliber Wagon 2007,20,79,734,431,84
Dodge Charger SRT-8 2009/04046.jpg,04046.jpg,600,800,Dodge Charger SRT-8 2009,28,105,778,535,97
Geo Metro Convertible 1993/04047.jpg,04047.jpg,57,101,Geo Metro Convertible 1993,12,19,100,54,123
FIAT 500 Abarth 2012/04048.jpg,04048.jpg,358,550,FIAT 500 Abarth 2012,73,98,505,298,99
Chrysler Sebring Convertible 2010/04049.jpg,04049.jpg,425,639,Chrysler Sebring Convertible 2010,25,64,633,401,77
Chrysler 300 SRT-8 2010/04050.jpg,04050.jpg,782,1280,Chrysler 300 SRT-8 2010,50,363,1129,740,79
Chevrolet Tahoe Hybrid SUV 2012/04051.jpg,04051.jpg,300,400,Chevrolet Tahoe Hybrid SUV 2012,22,60,377,260,62
BMW M6 Convertible 2010/04052.jpg,04052.jpg,272,408,BMW M6 Convertible 2010,5,21,404,251,36
Chrysler PT Cruiser Convertible 2008/04053.jpg,04053.jpg,360,480,Chrysler PT Cruiser Convertible 2008,24,45,452,325,81
BMW M6 Convertible 2010/04054.jpg,04054.jpg,1024,1280,BMW M6 Convertible 2010,37,188,1273,836,36
FIAT 500 Convertible 2012/04055.jpg,04055.jpg,500,800,FIAT 500 Convertible 2012,200,147,615,465,100
AM General Hummer SUV 2000/04056.jpg,04056.jpg,303,720,AM General Hummer SUV 2000,28,48,663,302,1
Suzuki SX4 Hatchback 2012/04057.jpg,04057.jpg,410,665,Suzuki SX4 Hatchback 2012,43,57,654,386,183
Chevrolet Express Cargo Van 2007/04058.jpg,04058.jpg,294,505,Chevrolet Express Cargo Van 2007,16,75,467,271,64
Audi S4 Sedan 2012/04059.jpg,04059.jpg,300,400,Audi S4 Sedan 2012,19,86,389,227,23
BMW X5 SUV 2007/04060.jpg,04060.jpg,480,640,BMW X5 SUV 2007,18,77,565,439,32
Audi TT Hatchback 2011/04061.jpg,04061.jpg,194,259,Audi TT Hatchback 2011,12,48,252,169,19
Dodge Sprinter Cargo Van 2009/04062.jpg,04062.jpg,330,440,Dodge Sprinter Cargo Van 2009,38,3,418,328,88
Ford F-150 Regular Cab 2007/04063.jpg,04063.jpg,480,640,Ford F-150 Regular Cab 2007,77,66,596,429,114
Ford Focus Sedan 2007/04064.jpg,04064.jpg,480,640,Ford Focus Sedan 2007,60,91,559,389,115
Toyota 4Runner SUV 2012/04065.jpg,04065.jpg,480,640,Toyota 4Runner SUV 2012,65,151,639,435,189
Ford Ranger SuperCab 2011/04066.jpg,04066.jpg,360,424,Ford Ranger SuperCab 2011,39,66,376,298,111
BMW X6 SUV 2012/04067.jpg,04067.jpg,480,640,BMW X6 SUV 2012,17,114,594,415,33
Ford Fiesta Sedan 2012/04068.jpg,04068.jpg,480,640,Ford Fiesta Sedan 2012,26,74,618,411,117
Dodge Caliber Wagon 2007/04069.jpg,04069.jpg,225,300,Dodge Caliber Wagon 2007,22,55,285,199,84
Volvo C30 Hatchback 2012/04070.jpg,04070.jpg,480,640,Volvo C30 Hatchback 2012,43,44,593,378,193
Mitsubishi Lancer Sedan 2012/04071.jpg,04071.jpg,693,924,Mitsubishi Lancer Sedan 2012,81,157,862,599,167
Aston Martin V8 Vantage Convertible 2012/04072.jpg,04072.jpg,367,640,Aston Martin V8 Vantage Convertible 2012,35,95,609,331,8
Buick Verano Sedan 2012/04073.jpg,04073.jpg,480,640,Buick Verano Sedan 2012,25,116,629,333,49
Dodge Sprinter Cargo Van 2009/04074.jpg,04074.jpg,159,318,Dodge Sprinter Cargo Van 2009,51,24,259,147,88
Audi S4 Sedan 2012/04075.jpg,04075.jpg,768,1024,Audi S4 Sedan 2012,62,249,796,663,23
Volvo XC90 SUV 2007/04076.jpg,04076.jpg,533,800,Volvo XC90 SUV 2007,41,52,757,490,195
Honda Accord Coupe 2012/04077.jpg,04077.jpg,184,274,Honda Accord Coupe 2012,32,36,261,154,128
Volkswagen Golf Hatchback 1991/04078.jpg,04078.jpg,2304,3072,Volkswagen Golf Hatchback 1991,456,773,2795,1988,191
Dodge Caliber Wagon 2012/04079.jpg,04079.jpg,225,300,Dodge Caliber Wagon 2012,37,7,300,195,83
Chevrolet Malibu Sedan 2007/04080.jpg,04080.jpg,360,480,Chevrolet Malibu Sedan 2007,17,30,463,316,73
Jaguar XK XKR 2012/04081.jpg,04081.jpg,426,640,Jaguar XK XKR 2012,45,53,602,399,144
Spyker C8 Convertible 2009/04082.jpg,04082.jpg,262,429,Spyker C8 Convertible 2009,9,29,416,255,179
Ford F-150 Regular Cab 2012/04083.jpg,04083.jpg,500,500,Ford F-150 Regular Cab 2012,90,115,416,387,113
Rolls-Royce Phantom Sedan 2012/04084.jpg,04084.jpg,318,520,Rolls-Royce Phantom Sedan 2012,9,101,512,307,177
Acura ZDX Hatchback 2012/04085.jpg,04085.jpg,800,1200,Acura ZDX Hatchback 2012,103,361,1075,719,7
BMW 1 Series Convertible 2012/04086.jpg,04086.jpg,800,1280,BMW 1 Series Convertible 2012,106,241,1155,732,27
GMC Terrain SUV 2012/04087.jpg,04087.jpg,480,640,GMC Terrain SUV 2012,48,65,621,443,118
Chevrolet Silverado 1500 Hybrid Crew Cab 2012/04088.jpg,04088.jpg,330,440,Chevrolet Silverado 1500 Hybrid Crew Cab 2012,40,66,399,279,54
BMW ActiveHybrid 5 Sedan 2012/04089.jpg,04089.jpg,634,1024,BMW ActiveHybrid 5 Sedan 2012,492,248,916,538,26
Suzuki Kizashi Sedan 2012/04090.jpg,04090.jpg,1200,1920,Suzuki Kizashi Sedan 2012,136,247,1876,1045,182
Buick Rainier SUV 2007/04091.jpg,04091.jpg,225,300,Buick Rainier SUV 2007,18,95,290,205,48
Dodge Charger SRT-8 2009/04092.jpg,04092.jpg,768,1024,Dodge Charger SRT-8 2009,137,103,909,667,97
Jeep Liberty SUV 2012/04093.jpg,04093.jpg,1177,1530,Jeep Liberty SUV 2012,113,169,1431,993,147
Toyota Sequoia SUV 2012/04094.jpg,04094.jpg,1024,1280,Toyota Sequoia SUV 2012,75,272,1150,846,186
Ford Freestar Minivan 2007/04095.jpg,04095.jpg,199,266,Ford Freestar Minivan 2007,2,26,264,187,108
Hyundai Accent Sedan 2012/04096.jpg,04096.jpg,400,600,Hyundai Accent Sedan 2012,98,89,509,347,136
Chevrolet Sonic Sedan 2012/04097.jpg,04097.jpg,450,665,Chevrolet Sonic Sedan 2012,161,206,553,377,63
Spyker C8 Coupe 2009/04098.jpg,04098.jpg,262,429,Spyker C8 Coupe 2009,21,31,416,228,180
MINI Cooper Roadster Convertible 2012/04099.jpg,04099.jpg,150,150,MINI Cooper Roadster Convertible 2012,1,31,149,148,157
Ford Ranger SuperCab 2011/04100.jpg,04100.jpg,199,300,Ford Ranger SuperCab 2011,51,8,256,187,111
Lamborghini Reventon Coupe 2008/04101.jpg,04101.jpg,768,1024,Lamborghini Reventon Coupe 2008,53,222,973,719,150
Dodge Durango SUV 2012/04102.jpg,04102.jpg,768,1024,Dodge Durango SUV 2012,114,149,938,633,94
Daewoo Nubira Wagon 2002/04103.jpg,04103.jpg,600,800,Daewoo Nubira Wagon 2002,160,79,699,457,82
Chevrolet Silverado 1500 Classic Extended Cab 2007/04104.jpg,04104.jpg,1712,2656,Chevrolet Silverado 1500 Classic Extended Cab 2007,48,74,2608,1640,70
Lamborghini Gallardo LP 570-4 Superleggera 2012/04105.jpg,04105.jpg,768,1024,Lamborghini Gallardo LP 570-4 Superleggera 2012,20,254,997,642,152
Jeep Patriot SUV 2012/04106.jpg,04106.jpg,373,797,Jeep Patriot SUV 2012,183,6,694,291,145
Jeep Grand Cherokee SUV 2012/04107.jpg,04107.jpg,347,462,Jeep Grand Cherokee SUV 2012,26,83,450,332,148
Land Rover LR2 SUV 2012/04108.jpg,04108.jpg,200,300,Land Rover LR2 SUV 2012,16,37,289,165,155
Bentley Continental Flying Spur Sedan 2007/04109.jpg,04109.jpg,320,480,Bentley Continental Flying Spur Sedan 2007,21,40,445,295,44
Ferrari FF Coupe 2012/04110.jpg,04110.jpg,469,750,Ferrari FF Coupe 2012,71,33,618,411,101
Chevrolet Express Cargo Van 2007/04111.jpg,04111.jpg,1460,2001,Chevrolet Express Cargo Van 2007,27,8,1998,1443,64
